ID_Cliente;Churn;Genero;Idoso;Parceiro;Dependentes;Tempo_Contrato;Servico_Telefone;Linhas_Multiples;Servico_Internet;Seguranca_Online;Backup_Online;Protecao_Dispositivo;Suporte_Tecnico;Streaming_TV;Streaming_Filmes;Contrato;Fatura_Sem_Papel;Metodo_Pagamento;Faturamento_Mensal;Faturamento_Total;Faturamento_Diario;Servicos_Contratados
0111-Klbqg;0;Masculino;1;1;1;32;1;0,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Mailed Check;93,95;2861,45;3,131666666666667;5,0
0112-Qawrz;0;Masculino;0;1;1;16;1;1,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;0,0;Month-To-Month;1;Bank Transfer (Automatic);90,8;1442,2;3,0266666666666664;5,0
0112-Qwpnc;1;Masculino;0;1;0;49;1;1,0;Dsl;1,0;0,0;1,0;1,0;1,0;1,0;One Year;0;Electronic Check;84,35;4059,35;2,8116666666666665;7,0
0114-Igabw;0;Feminino;0;1;0;71;0;0,0;Dsl;0,0;1,0;1,0;1,0;1,0;1,0;Two Year;0;Bank Transfer (Automatic);58,25;4145,9;1,9416666666666667;5,0
0114-Pegzz;0;Feminino;0;0;0;33;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;1,0;1,0;Month-To-Month;0;Electronic Check;107,55;3645,5;3,585;6,0
0114-Rsrrw;0;Feminino;0;1;0;10;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Bank Transfer (Automatic);19,95;187,75;0,6649999999999999;2,0
0115-Tfert;1;Masculino;0;1;0;21;1;1,0;Fiber Optic;0,0;1,0;1,0;1,0;1,0;1,0;Month-To-Month;1;Electronic Check;111,2;2317,1;3,7066666666666666;8,0
0117-Lfrmw;1;Masculino;0;1;1;37;0;0,0;Dsl;1,0;1,0;1,0;0,0;0,0;0,0;Month-To-Month;0;Bank Transfer (Automatic);40,2;1448,8;1,34;3,0
0118-Jpnoy;0;Feminino;1;0;0;26;1;0,0;Fiber Optic;1,0;0,0;0,0;0,0;1,0;0,0;Month-To-Month;1;Credit Card (Automatic);85,8;2193,65;2,86;4,0
0120-Yzlqa;0;Masculino;0;0;0;71;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;1;Credit Card (Automatic);19,9;1355,1;0,6633333333333333;2,0
0121-Snyrk;0;Masculino;0;0;0;50;0;0,0;Dsl;1,0;0,0;0,0;1,0;0,0;0,0;One Year;1;Mailed Check;35,4;1748,9;1,18;3,0
0122-Oahpz;1;Feminino;0;0;0;7;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;73,85;511,25;2,4616666666666664;3,0
0123-Crbrt;0;Feminino;0;1;1;61;1;1,0;Dsl;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;0;Mailed Check;88,1;5526,75;2,9366666666666665;8,0
0125-Lzqxk;1;Masculino;0;0;0;15;1;0,0;Fiber Optic;0,0;0,0;1,0;1,0;1,0;1,0;Month-To-Month;1;Electronic Check;101,35;1553,95;3,378333333333333;6,0
0128-Mkwsg;0;Feminino;0;0;1;26;0;0,0;Dsl;1,0;0,0;0,0;1,0;0,0;1,0;Month-To-Month;0;Mailed Check;45,8;1147,0;1,5266666666666666;3,0
0129-Kptwj;0;Masculino;0;1;0;72;1;0,0;Fiber Optic;0,0;0,0;1,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;94,65;6747,35;3,1550000000000002;5,0
0129-Qmpdr;0;Masculino;0;1;1;44;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;1;Bank Transfer (Automatic);20,5;865,05;0,6833333333333333;2,0
0130-Sxoun;0;Masculino;0;0;0;66;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;0,0;1,0;Month-To-Month;0;Credit Card (Automatic);89,4;5976,9;2,98;4,0
0133-Bmfzo;1;Feminino;0;0;0;2;1;0,0;Fiber Optic;1,0;1,0;0,0;1,0;0,0;0,0;Month-To-Month;1;Electronic Check;86,25;181,65;2,875;5,0
0134-Xwxce;0;Feminino;1;0;0;44;1;0,0;Dsl;0,0;0,0;1,0;1,0;1,0;1,0;One Year;0;Bank Transfer (Automatic);74,85;3268,05;2,4949999999999997;5,0
0135-Nmxap;1;Feminino;0;0;0;12;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;0,0;Month-To-Month;1;Bank Transfer (Automatic);89,75;1052,4;2,9916666666666667;5,0
0136-Ifmyd;0;Masculino;1;1;0;69;1;1,0;Fiber Optic;0,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Electronic Check;109,95;7634,25;3,665;8,0
0137-Ocgab;1;Feminino;0;0;0;1;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Mailed Check;80,2;80,2;2,6733333333333333;4,0
0137-Udeuo;1;Feminino;0;0;0;3;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;19,85;63,75;0,6616666666666667;1,0
0139-Ivfjg;0;Feminino;0;1;0;2;1;0,0;Fiber Optic;1,0;1,0;0,0;0,0;1,0;0,0;Month-To-Month;0;Electronic Check;90,35;190,5;3,0116666666666663;4,0
0141-Yeays;0;Feminino;1;0;0;27;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;0,0;0,0;Month-To-Month;1;Bank Transfer (Automatic);86,45;2401,05;2,881666666666667;5,0
0142-Gvysn;0;Masculino;0;0;0;26;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;20,3;511,25;0,6766666666666666;2,0
0147-Eswwr;0;Feminino;1;1;0;39;1;1,0;Fiber Optic;0,0;0,0;0,0;1,0;1,0;1,0;Month-To-Month;1;Electronic Check;101,25;3949,15;3,375;6,0
0148-Dcdos;1;Masculino;0;0;0;25;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Bank Transfer (Automatic);94,7;2362,1;3,1566666666666667;5,0
0151-Ontov;1;Feminino;0;0;0;1;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;70,9;70,9;2,3633333333333337;1,0
0154-Qyhju;0;Masculino;0;0;0;29;1;0,0;Dsl;1,0;1,0;0,0;1,0;0,0;0,0;One Year;1;Electronic Check;58,75;1696,2;1,9583333333333333;5,0
0156-Fvpta;1;Masculino;0;1;0;22;1;0,0;Dsl;1,0;0,0;0,0;1,0;0,0;0,0;Month-To-Month;1;Electronic Check;54,2;1152,7;1,8066666666666669;4,0
0162-Rzgmz;0;Feminino;1;0;0;5;1;0,0;Dsl;1,0;1,0;0,0;1,0;0,0;0,0;Month-To-Month;0;Credit Card (Automatic);59,9;287,85;1,9966666666666666;4,0
0164-Apgrb;0;Feminino;0;0;0;72;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;1;Electronic Check;114,9;8496,7;3,83;9,0
0164-Xairp;0;Feminino;0;0;0;24;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;1;Bank Transfer (Automatic);19,55;470,2;0,6516666666666667;2,0
0168-Xzkbb;0;Feminino;0;1;0;19;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;0,0;Month-To-Month;1;Electronic Check;86,85;1564,4;2,895;4,0
0174-Qrvvy;0;Masculino;0;1;1;71;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Credit Card (Automatic);25,35;1847,55;0,8450000000000001;2,0
0177-Pxbat;0;Masculino;1;1;0;33;1;1,0;Fiber Optic;1,0;0,0;1,0;1,0;1,0;1,0;Month-To-Month;1;Bank Transfer (Automatic);109,9;3694,7;3,6633333333333336;8,0
0178-Ciikr;0;Feminino;0;0;0;3;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;19,95;58,0;0,6649999999999999;1,0
0178-Szbho;0;Masculino;0;1;1;47;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;0,0;Month-To-Month;0;Electronic Check;87,2;4017,45;2,9066666666666667;4,0
0181-Ritdd;0;Masculino;0;1;1;62;1;0,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;Two Year;0;Mailed Check;108,15;6825,65;3,605;7,0
0186-Caerr;0;Masculino;0;0;0;71;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;One Year;1;Bank Transfer (Automatic);116,3;8309,55;3,8766666666666665;9,0
0187-Qsxoe;0;Masculino;1;1;0;7;1;0,0;Fiber Optic;0,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;89,0;605,45;2,966666666666667;4,0
0187-Wznab;0;Feminino;0;1;1;27;1;0,0;Fiber Optic;1,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;74,4;1972,35;2,48;2,0
0188-Gwfle;0;Masculino;0;0;0;2;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Mailed Check;20,05;33,7;0,6683333333333333;1,0
0191-Equuh;0;Feminino;0;0;1;25;0;0,0;Dsl;1,0;0,0;0,0;1,0;0,0;0,0;Two Year;0;Bank Transfer (Automatic);35,05;844,45;1,1683333333333332;2,0
0191-Zhskz;0;Masculino;1;0;0;30;1;0,0;Dsl;1,0;1,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;74,75;2111,3;2,4916666666666667;6,0
0193-Eszxp;1;Feminino;1;1;0;58;1;0,0;Fiber Optic;1,0;1,0;0,0;1,0;1,0;1,0;One Year;1;Credit Card (Automatic);105,5;6205,5;3,5166666666666666;7,0
0195-Iescp;1;Masculino;0;1;0;10;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;85,25;855,3;2,841666666666667;4,0
0196-Jtuqi;0;Feminino;0;0;0;9;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Credit Card (Automatic);75,2;633,85;2,506666666666667;3,0
0196-Vulgz;1;Feminino;1;1;0;6;1;1,0;Fiber Optic;0,0;0,0;0,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;84,35;474,9;2,8116666666666665;4,0
0197-Pnknk;0;Feminino;0;1;1;69;1;1,0;Fiber Optic;1,0;0,0;1,0;0,0;0,0;0,0;One Year;0;Bank Transfer (Automatic);84,45;5848,6;2,815;4,0
0201-Mibol;0;Feminino;1;0;0;66;1;1,0;Fiber Optic;1,0;0,0;0,0;0,0;1,0;1,0;Two Year;1;Bank Transfer (Automatic);102,4;6471,85;3,4133333333333336;6,0
0201-Oamxr;1;Feminino;0;0;0;70;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;One Year;0;Credit Card (Automatic);115,55;8127,6;3,8516666666666666;8,0
0203-Hhyij;1;Masculino;0;0;0;25;1;1,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Bank Transfer (Automatic);25,3;676,35;0,8433333333333334;2,0
0206-Oyvoc;0;Feminino;0;1;1;46;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;1;Mailed Check;19,25;864,2;0,6416666666666667;2,0
0206-Tbwlc;0;Feminino;0;1;0;54;1;1,0;Fiber Optic;1,0;1,0;1,0;1,0;1,0;1,0;One Year;1;Mailed Check;114,65;6049,5;3,8216666666666668;9,0
0207-Mdknv;1;Feminino;0;0;0;15;1;0,0;Fiber Optic;1,0;0,0;1,0;1,0;1,0;1,0;Month-To-Month;0;Electronic Check;105,1;1582,75;3,503333333333333;6,0
0208-Bpqej;0;Feminino;0;1;1;12;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Bank Transfer (Automatic);19,4;198,1;0,6466666666666666;1,0
0212-Isbbf;0;Feminino;0;0;0;22;0;0,0;Dsl;0,0;1,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Electronic Check;50,35;1098,85;1,6783333333333335;4,0
0214-Jhpfw;0;Feminino;0;1;0;70;0;0,0;Dsl;0,0;1,0;1,0;1,0;1,0;1,0;Two Year;0;Bank Transfer (Automatic);57,8;4039,3;1,9266666666666665;5,0
0215-Bqkgs;0;Masculino;0;0;0;30;1;0,0;Fiber Optic;1,0;1,0;1,0;0,0;0,0;0,0;Month-To-Month;1;Credit Card (Automatic);84,3;2438,6;2,81;5,0
0218-Qnvas;0;Masculino;0;1;1;71;1;1,0;Fiber Optic;0,0;1,0;0,0;0,0;1,0;1,0;One Year;0;Bank Transfer (Automatic);100,55;7113,75;3,3516666666666666;5,0
0219-Qaerp;0;Masculino;0;1;0;30;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;0;Credit Card (Automatic);19,8;576,65;0,66;1,0
0219-Ytzue;1;Masculino;0;1;1;4;1;1,0;Fiber Optic;0,0;1,0;1,0;0,0;0,0;0,0;Month-To-Month;1;Bank Transfer (Automatic);84,8;371,9;2,8266666666666667;5,0
0220-Ebgce;1;Masculino;0;0;0;2;1;0,0;Fiber Optic;0,0;0,0;1,0;0,0;0,0;1,0;Month-To-Month;1;Electronic Check;85,85;167,3;2,8616666666666664;4,0
0221-Nauxk;0;Masculino;0;0;1;10;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;One Year;1;Bank Transfer (Automatic);19,95;219,5;0,6649999999999999;2,0
0221-Wmxnq;0;Masculino;1;0;0;4;1;0,0;Fiber Optic;1,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Electronic Check;75,35;273,4;2,5116666666666663;2,0
0222-Cnvpt;0;Masculino;1;0;0;52;0;0,0;Dsl;1,0;0,0;0,0;0,0;1,0;1,0;Month-To-Month;1;Credit Card (Automatic);48,8;2555,05;1,6266666666666665;4,0
0224-Hjapt;1;Masculino;0;0;0;5;1;1,0;Dsl;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;0;Electronic Check;47,15;223,15;1,5716666666666665;2,0
0224-Nijlp;0;Masculino;0;1;1;8;1;0,0;No;0,0;0,0;0,0;0,0;0,0;0,0;Two Year;0;Mailed Check;20,15;165,5;0,6716666666666666;1,0
0224-Rlwwd;0;Feminino;1;0;0;2;1;0,0;Dsl;0,0;0,0;0,0;0,0;0,0;0,0;Month-To-Month;1;Electronic Check;44,3;89,3;1,4766666666666666;2,0
